»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ,≥…Ωª±  ˝
2017-12-29,'600963,‘¿—Ù¡÷÷Ω,6.43,6.44,6.37,6.4,6.36,0.07,1.1006,0.9078,9469490,60659966.0,8987424141.64,6707513321.64,None
2017-12-28,'600963,‘¿—Ù¡÷÷Ω,6.36,6.39,6.31,6.37,6.4,-0.04,-0.625,0.9948,10377203,65951257.0,8889582821.28,6634492181.28,None
2017-12-27,'600963,‘¿—Ù¡÷÷Ω,6.4,6.52,6.35,6.51,6.51,-0.11,-1.6897,1.456,15188124,96954393.0,8945492147.2,6676218547.2,None
2017-12-26,'600963,‘¿—Ù¡÷÷Ω,6.51,6.56,6.39,6.52,6.52,-0.01,-0.1534,0.8954,9340069,60276307.0,9099242793.48,6790966053.48,None
2017-12-25,'600963,‘¿—Ù¡÷÷Ω,6.52,6.66,6.43,6.64,6.64,-0.12,-1.8072,0.9401,9807260,63903372.0,9113220124.96,6801397644.96,None
2017-12-22,'600963,‘¿—Ù¡÷÷Ω,6.64,6.69,6.6,6.65,6.68,-0.04,-0.5988,0.611,6373272,42239100.0,9280948102.72,6926576742.72,None
2017-12-21,'600963,‘¿—Ù¡÷÷Ω,6.68,6.78,6.61,6.78,6.76,-0.08,-1.1834,0.7705,8037687,53582490.0,9336857428.64,6968303108.64,None
2017-12-20,'600963,‘¿—Ù¡÷÷Ω,6.76,6.85,6.73,6.85,6.84,-0.08,-1.1696,0.5076,5294700,35871109.0,9448676080.48,7051755840.48,None
2017-12-19,'600963,‘¿—Ù¡÷÷Ω,6.84,6.89,6.79,6.8,6.82,0.02,0.2933,0.6183,6449610,44076171.0,9560494732.32,7135208572.32,None
2017-12-18,'600963,‘¿—Ù¡÷÷Ω,6.82,6.83,6.75,6.77,6.79,0.03,0.4418,0.4843,5052004,34286450.0,9532540069.36,7114345389.36,None
2017-12-15,'600963,‘¿—Ù¡÷÷Ω,6.79,6.83,6.74,6.83,6.83,-0.04,-0.5857,0.6104,6367241,43128952.0,9490608074.92,7083050614.92,None
2017-12-14,'600963,‘¿—Ù¡÷÷Ω,6.83,6.89,6.76,6.86,6.89,-0.06,-0.8708,0.6199,6466808,44127354.0,9546517400.84,7124776980.84,None
2017-12-13,'600963,‘¿—Ù¡÷÷Ω,6.89,6.92,6.84,6.89,6.89,0.0,0.0,0.5574,5814916,39999869.0,9630381389.72,7187366529.72,None
2017-12-12,'600963,‘¿—Ù¡÷÷Ω,6.89,7.12,6.88,7.09,7.09,-0.2,-2.8209,0.8781,9159650,63685305.0,9630381389.72,7187366529.72,None
2017-12-11,'600963,‘¿—Ù¡÷÷Ω,7.09,7.11,7.04,7.06,7.04,0.05,0.7102,0.7002,7303743,51658350.0,9909928019.32,7395998359.32,None
2017-12-08,'600963,‘¿—Ù¡÷÷Ω,7.04,7.09,7.02,7.04,7.02,0.02,0.2849,0.5157,5379100,37898269.0,9840041361.92,7343840401.92,None
2017-12-07,'600963,‘¿—Ù¡÷÷Ω,7.02,7.12,7.0,7.05,7.06,-0.04,-0.5666,0.6118,6382547,45091235.0,9812086698.96,7322977218.96,None
2017-12-06,'600963,‘¿—Ù¡÷÷Ω,7.06,7.06,6.8,6.82,6.83,0.23,3.3675,0.8329,8688249,60111916.0,9867996024.88,7364703584.88,None
